SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),322 Hickory Ave,Bergenfield,NJ,07621,658599,6,4.0,Bergenfield,,5998,,9,,,Active,,,https://www.redfin.com/NJ/Bergenfield/322-Hickory-Ave-07621/home/35679091,NJMLS,22014254,N,Y,40.9325653,-73.980822
MLS Listing,,Multi-Family (2-4 Unit),28 Macarthur Ave,Hasbrouck Heights,NJ,07604,549000,4,2.0,Hasbrouck Heights,,5942,,9,,,Active,,,https://www.redfin.com/NJ/Hasbrouck-Heights/28-MacArthur-Ave-07604/home/35761868,NJMLS,22014250,N,Y,40.8745377,-74.0674416
MLS Listing,,Multi-Family (2-4 Unit),28 Macarthur Ave #2,Hasbrouck Heights Boro,NJ,07604-1529,549000,4,2.0,Hasbrouck Heights Boro,,4791,1955,9,,,Active,,,https://www.redfin.com/NJ/Hasbrouck-Heights/28-MacArthur-Ave-07604/unit-2/home/179176885,GSMLS,3777810,N,Y,40.8745377,-74.0674416
MLS Listing,,Single Family Residential,287 Anderson Ave,Alpine,NJ,07620,4498000,7,7.5,Alpine,,87120,,9,,,Active,,,https://www.redfin.com/NJ/Alpine/287-Anderson-Ave-07620/home/35675990,NJMLS,22014208,N,Y,40.9668013,-73.9372221
MLS Listing,,Single Family Residential,17 Hemlock Hill Rd,Upper Saddle River,NJ,07458,1799000,5,5.0,Upper Saddle River,,37462,,9,,,Active,,,https://www.redfin.com/NJ/Upper-Saddle-River/17-Hemlock-Hill-Rd-07458/home/35875772,NJMLS,22014197,N,Y,41.0764313,-74.0914649
MLS Listing,,Single Family Residential,65 Charles St,Allendale,NJ,07401,799000,4,3.0,Allendale,,25003,,9,,,Active,,,https://www.redfin.com/NJ/Allendale/65-Charles-St-07401/home/35673224,NJMLS,22014190,N,Y,41.0433529,-74.1342955
MLS Listing,,Multi-Family (2-4 Unit),453 Park Ave,Fairview,NJ,07022,850000,6,5.0,Fairview,,2500,,9,,,Active,,,https://www.redfin.com/NJ/Fairview/453-Park-Ave-07022/home/35732341,NJMLS,22014186,N,Y,40.8214764,-73.9961566
MLS Listing,,Single Family Residential,134 S Hill Rd,Ridgewood,NJ,07450,1420000,5,5.0,Ridgewood,,20647,,9,,,Active,,,https://www.redfin.com/NJ/Ridgewood/134-S-Hill-Rd-07450/home/35840018,NJMLS,22014182,N,Y,40.9914212,-74.1218397
MLS Listing,,Single Family Residential,931 N Monroe St,Ridgewood,NJ,07450,759000,4,2.0,Ridgewood,,7710,,9,,,Active,May-7-2022 01:00 PM,May-7-2022 04:00 PM,https://www.redfin.com/NJ/Ridgewood/931-N-Monroe-St-07450/home/35838554,NJMLS,22014176,N,Y,41.0055447,-74.1305336
MLS Listing,,Single Family Residential,20 Reeds Ln,Woodcliff Lake,NJ,07677,1729000,5,4.5,Woodcliff Lake,,15647,,9,,,Active,,,https://www.redfin.com/NJ/Woodcliff-Lake/20-Reeds-Ln-07677/home/35888589,NJMLS,22014173,N,Y,41.0194534,-74.0588594
MLS Listing,,Single Family Residential,49 Poplar St,Ramsey Boro,NJ,07446-1535,729000,4,3.0,Ramsey Boro,,15681,1953,9,,,Active,,,https://www.redfin.com/NJ/Ramsey/49-Poplar-St-07446/home/35832216,GSMLS,3777687,N,Y,41.0602939,-74.1348461
MLS Listing,,Single Family Residential,669 Terrace Dr,Paramus,NJ,07652,819000,6,4.0,Paramus,,10205,,9,,,Active,,,https://www.redfin.com/NJ/Paramus/669-Terrace-Dr-07652/home/35824317,NJMLS,22014158,N,Y,40.9626672,-74.0536732
MLS Listing,,Single Family Residential,84 Roehrs Dr,Wallington,NJ,07057,799000,4,2.0,Wallington,,5009,,9,,,Active,,,https://www.redfin.com/NJ/Wallington/84-Roehrs-Dr-07057/home/35880535,NJMLS,22014152,N,Y,40.845722,-74.104657
MLS Listing,,Townhouse,36 Litchfield Ln,Fair Lawn,NJ,07410,719000,4,3.5,Fair Lawn,,,,9,,,Active,,,https://www.redfin.com/NJ/Fair-Lawn/36-Litchfield-Ln-07410/unit-401/home/167621544,NJMLS,22014149,N,Y,40.9357152,-74.1189722
MLS Listing,,Single Family Residential,1123 Sheridan St,New Milford,NJ,07646,1285000,5,4.0,New Milford,,8250,,9,,,Active,,,https://www.redfin.com/NJ/New-Milford/1123-Sheridan-St-07646/home/35797632,NJMLS,22014136,N,Y,40.9167114,-74.0187889
MLS Listing,,Single Family Residential,1578 River Rd,Teaneck,NJ,07666,949000,4,3.0,Teaneck,,19537,,9,,,Active,,,https://www.redfin.com/NJ/Teaneck/1578-River-Rd-07666/home/35862624,NJMLS,22014132,N,Y,40.9111959,-74.0245498
MLS Listing,,Single Family Residential,39 Roosevelt St,Little Ferry,NJ,07643,729000,4,3.0,Little Ferry,,12001,,10,,,Active,,,https://www.redfin.com/NJ/Little-Ferry/39-Roosevelt-St-07643/home/35772640,NJMLS,22014128,N,Y,40.849505,-74.0469493
MLS Listing,,Multi-Family (2-4 Unit),216 Riverside Ave,Lyndhurst,NJ,07071,799000,4,3.0,Lyndhurst,,20251,,10,,,Active,,,https://www.redfin.com/NJ/Lyndhurst/216-Riverside-Ave-07071/home/35777306,NJMLS,22014126,N,Y,40.8188643,-74.1299831
MLS Listing,,Multi-Family (2-4 Unit),14 Prospect St,Palisades Park,NJ,07650,799000,6,3.0,Palisades Park,,,,10,,,Active,,,https://www.redfin.com/NJ/Palisades-Park/14-Prospect-St-07650/home/35817103,NJMLS,22014119,N,Y,40.8470137,-74.0041907
MLS Listing,,Single Family Residential,231 W Broad St,Bergenfield,NJ,07621,1136000,6,4.5,Bergenfield,,5001,,10,,,Active,,,https://www.redfin.com/NJ/Bergenfield/231-W-Broad-St-07621/home/35679835,NJMLS,22014117,N,Y,40.9205861,-74.0064861
MLS Listing,,Single Family Residential,705 Somerset St,Franklin Lakes,NJ,07417,1399000,5,4.0,Franklin Lakes,,41382,,10,,,Active,,,https://www.redfin.com/NJ/Franklin-Lakes/705-Somerset-St-07417/home/35739437,NJMLS,22014107,N,Y,40.9961084,-74.2417531
MLS Listing,,Multi-Family (2-4 Unit),527 Lincoln Ave,Ridgefield,NJ,07657,699999,5,3.0,Ridgefield,,2370,,10,,,Active,,,https://www.redfin.com/NJ/Ridgefield/527-Lincoln-Ave-07657/home/35834887,NJMLS,22014096,N,Y,40.8291608,-73.994601
MLS Listing,,Single Family Residential,606 Mill Run,Paramus Boro,NJ,07652-1757,1399000,5,3.5,Paramus Boro,,12632,1996,10,,,Active,,,https://www.redfin.com/NJ/Paramus/606-Mill-Run-07652/home/35821265,GSMLS,3777502,N,Y,40.9660058,-74.0959618
MLS Listing,,Single Family Residential,1087 Briar Way,Fort Lee,NJ,07024,2350000,5,5.5,Fort Lee,,8289,,10,,,Active,,,https://www.redfin.com/NJ/Fort-Lee/1087-Briar-Way-07024/home/35734764,NJMLS,22014064,N,Y,40.8353366,-73.9774474
MLS Listing,,Single Family Residential,3 Haight Pl,Cresskill,NJ,07626,799000,5,2.5,Cresskill,,9117,,10,,,Active,,,https://www.redfin.com/NJ/Cresskill/3-Haight-Pl-07626/home/35697483,NJMLS,22014061,N,Y,40.9533466,-73.9668179
MLS Listing,,Single Family Residential,216 Park Rd,Franklin Lakes,NJ,07417,1595000,5,5.0,Franklin Lakes,,81022,,10,,,Active,May-7-2022 01:00 PM,May-7-2022 04:00 PM,https://www.redfin.com/NJ/Franklin-Lakes/216-Park-Rd-07417/home/35742385,NJMLS,22014043,N,Y,41.0287676,-74.1718646
MLS Listing,,Multi-Family (2-4 Unit),291 Carlton Ave,East Rutherford,NJ,07073,699000,7,3.0,East Rutherford,,4408,,10,,,Active,,,https://www.redfin.com/NJ/East-Rutherford/291-Carlton-Ave-07073/home/35708564,NJMLS,22014038,N,Y,40.8508917,-74.1181004
MLS Listing,,Single Family Residential,196 Graphic Blvd,Bergenfield,NJ,07621,1199000,5,4.5,Bergenfield,,8002,,10,,,Active,May-7-2022 02:00 PM,May-7-2022 04:00 PM,https://www.redfin.com/NJ/Bergenfield/196-Graphic-Blvd-07621/home/35677627,NJMLS,22014004,N,Y,40.9294413,-74.0113981
MLS Listing,,Single Family Residential,46 Westerly Rd,Saddle River,NJ,07458,5360000,8,12.5,Saddle River,,104544,,10,,,Active,,,https://www.redfin.com/NJ/Saddle-River/46-Westerly-Rd-07458/home/35912762,NJMLS,22013988,N,Y,41.0210902,-74.0885281
MLS Listing,,Single Family Residential,608 Blakeney Pl,River Vale,NJ,07675,900000,4,3.0,River Vale,,17982,,10,,,Active,,,https://www.redfin.com/NJ/River-Vale/608-Blakeney-Pl-07675/home/35850264,NJMLS,22013980,N,Y,41.0010591,-74.0067386
MLS Listing,,Single Family Residential,38 Ackerman Rd,Saddle River,NJ,07458,3399000,4,5.0,Saddle River,,56628,,10,,,Active,,,https://www.redfin.com/NJ/Saddle-River/38-Ackerman-Rd-07458/home/35912144,NJMLS,22013978,N,Y,41.0424522,-74.0902948
MLS Listing,,Multi-Family (2-4 Unit),30 Scudder St,Garfield,NJ,07026,549000,5,2.0,Garfield,,5001,,10,,,Active,,,https://www.redfin.com/NJ/Garfield/30-Scudder-St-07026/home/35746291,NJMLS,22013974,N,Y,40.8871394,-74.1108971
MLS Listing,,Single Family Residential,300 Valley Rd,Haworth,NJ,07641,679000,4,2.5,Haworth,,11508,,10,,,Active,,,https://www.redfin.com/NJ/Haworth/300-Valley-Rd-07641/home/35763905,NJMLS,22013970,N,Y,40.9647025,-73.986102
MLS Listing,,Single Family Residential,7 Garnett Pl,Norwood,NJ,07648,799000,5,3.5,Norwood,,15002,,11,,,Active,,,https://www.redfin.com/NJ/Norwood/7-Garnett-Pl-07648/home/35806796,NJMLS,22013962,N,Y,41.0038139,-73.9597465
MLS Listing,,Single Family Residential,143 Newcomb Rd,Tenafly,NJ,07670,1197500,6,3.5,Tenafly,,8999,,11,,,Active,,,https://www.redfin.com/NJ/Tenafly/143-Newcomb-Rd-07670/home/35871658,NJMLS,22013957,N,Y,40.9324022,-73.9745318
MLS Listing,,Multi-Family (2-4 Unit),154 Prospect St,Lodi,NJ,07644,649000,6,2.5,Lodi,,5001,,11,,,Active,,,https://www.redfin.com/NJ/Lodi/154-Prospect-St-07644/home/35773843,NJMLS,22013936,N,Y,40.8709402,-74.0867156
MLS Listing,,Single Family Residential,545 Lydia Ln,Wyckoff Twp.,NJ,07481-1712,1475000,5,4.0,Wyckoff Twp.,,39639,1992,3,,,Active,,,https://www.redfin.com/NJ/Wyckoff/545-Lydia-Ln-07481/home/35895482,GSMLS,3777304,N,Y,40.9915857,-74.1804645
MLS Listing,,Single Family Residential,16 Harvey Ave,Rochelle Park,NJ,07662,675000,7,2.0,Rochelle Park,,6700,,12,,,Active,,,https://www.redfin.com/NJ/Rochelle-Park/16-Harvey-Ave-07662/home/35851575,NJMLS,22013924,N,Y,40.9137135,-74.0838705
MLS Listing,,Single Family Residential,49 Chestnut St,Garfield,NJ,07026,540000,4,2.0,Garfield,,6251,,13,,,Active,,,https://www.redfin.com/NJ/Garfield/49-Chestnut-St-07026/home/35744103,NJMLS,22013814,N,Y,40.8755326,-74.1061711
MLS Listing,,Multi-Family (2-4 Unit),74 Wallington Ave,Wallington,NJ,07057,649700,10,4.0,Wallington,,3354,,13,,,Active,,,https://www.redfin.com/NJ/Wallington/74-Wallington-Ave-07057/home/35879738,NJMLS,22013809,N,Y,40.8570118,-74.115577
MLS Listing,,Multi-Family (2-4 Unit),26 Home Pl,Bergenfield,NJ,07621,799000,5,5.0,Bergenfield,,7723,,13,,,Active,,,https://www.redfin.com/NJ/Bergenfield/26-Home-Pl-07621/home/35677843,NJMLS,22013807,N,Y,40.9324243,-73.9971666
MLS Listing,,Single Family Residential,11 Camron Ct,Montvale,NJ,07645,599900,4,3.0,Montvale,,12502,,13,,,Active,,,https://www.redfin.com/NJ/Montvale/11-Camron-Ct-07645/home/35795556,NJMLS,22013805,N,Y,41.0425174,-74.0153001
MLS Listing,,Single Family Residential,61 Edgewood St,Tenafly,NJ,07670,2550000,8,6.5,Tenafly,,23800,,13,,,Active,,,https://www.redfin.com/NJ/Tenafly/61-Edgewood-St-07670/home/35875452,NJMLS,22013788,N,Y,40.9156156,-73.9557975
MLS Listing,,Townhouse,51 Lakeview Dr,Old Tappan,NJ,07675,849900,4,4.0,Old Tappan,,,,13,,,Active,May-7-2022 12:00 PM,May-7-2022 03:00 PM,https://www.redfin.com/NJ/Old-Tappan/51-Lakeview-Dr-07675/home/35907089,NJMLS,22013785,N,Y,41.0150809,-73.985957
MLS Listing,,Single Family Residential,14 Rionda Ct,Alpine,NJ,07620,3495000,6,5.5,Alpine,,43473,,13,,,Active,,,https://www.redfin.com/NJ/Alpine/14-Rionda-Ct-07620/home/35675522,NJMLS,22013783,N,Y,40.9456267,-73.9246385
MLS Listing,,Single Family Residential,424 Passaic Ave,Hasbrouck Heights,NJ,07604,579000,5,3.0,Hasbrouck Heights,,5001,,13,,,Active,,,https://www.redfin.com/NJ/Hasbrouck-Heights/424-Passaic-Ave-07604/home/35762551,NJMLS,22013780,N,Y,40.8544287,-74.0759315
MLS Listing,,Single Family Residential,37 Edgewood Dr,Ho-ho-kus,NJ,07423,1249000,4,3.0,Ho-ho-kus,,10710,,13,,,Active,,,https://www.redfin.com/NJ/Ho-Ho-Kus/37-Edgewood-Dr-07423/home/35768610,NJMLS,22013778,N,Y,40.9962021,-74.1040605
MLS Listing,,Single Family Residential,1 Lorraine Dr,Park Ridge,NJ,07656,899000,4,2.5,Park Ridge,,21301,,13,,,Active,,,https://www.redfin.com/NJ/Park-Ridge/1-Lorraine-Dr-07656/home/35827449,NJMLS,22013749,N,Y,41.0328428,-74.0253532
MLS Listing,,Single Family Residential,31 4th St,Wood Ridge,NJ,07075,449000,4,3.0,Wood Ridge,,9374,,13,,,Active,,,https://www.redfin.com/NJ/Wood-Ridge/31-4th-St-07075/home/35889192,NJMLS,22013735,N,Y,40.844527,-74.0909831
MLS Listing,,Multi-Family (2-4 Unit),56 Delford Ave,Bergenfield,NJ,07621,699900,5,2.0,Bergenfield,,5001,,13,,,Active,,,https://www.redfin.com/NJ/Bergenfield/56-Delford-Ave-07621/home/35678901,NJMLS,22013732,N,Y,40.9243876,-73.9996457
MLS Listing,,Single Family Residential,896 Apache Rd,Franklin Lakes,NJ,07417,3490000,7,7.5,Franklin Lakes,,42689,,13,,,Active,,,https://www.redfin.com/NJ/Franklin-Lakes/896-Apache-Rd-07417/home/35741370,NJMLS,22013733,N,Y,40.9852255,-74.2168779
MLS Listing,,Single Family Residential,296 Spring Valley Rd,Paramus,NJ,07652,1199000,6,4.5,Paramus,,12269,,14,,,Active,,,https://www.redfin.com/NJ/Paramus/296-Spring-Valley-Rd-07652/home/35820580,NJMLS,22013686,N,Y,40.9358622,-74.0503457
MLS Listing,,Single Family Residential,248 E Clinton Ave,Bergenfield,NJ,07621,579999,5,3.0,Bergenfield,,5001,,14,,,Active,,,https://www.redfin.com/NJ/Bergenfield/248-E-Clinton-Ave-07621/home/35679615,NJMLS,22013682,N,Y,40.9239523,-73.9860102
MLS Listing,,Single Family Residential,58 Donnybrook Dr,Demarest,NJ,07627,1675000,5,3.5,Demarest,,23697,,14,,,Active,,,https://www.redfin.com/NJ/Demarest/58-Donnybrook-Dr-07627/home/35698305,NJMLS,22013678,N,Y,40.965212,-73.9699402
MLS Listing,,Single Family Residential,743 Beechcrest Dr,River Vale,NJ,07675,859000,5,2.5,River Vale,,30000,,14,,,Active,,,https://www.redfin.com/NJ/River-Vale/743-Beechcrest-Dr-07675/home/35848850,NJMLS,22013670,N,Y,41.0265545,-74.0206939
MLS Listing,,Single Family Residential,316 Franklin Ave,Hasbrouck Heights,NJ,07604,959000,5,5.0,Hasbrouck Heights,,5249,,14,,,Active,,,https://www.redfin.com/NJ/Hasbrouck-Heights/316-Franklin-Ave-07604/home/35762002,NJMLS,22013665,N,Y,40.859797,-74.0749219
MLS Listing,,Multi-Family (2-4 Unit),112 Chestnut St #2,Lodi Boro,NJ,07644,850000,4,3.5,Lodi Boro,,7405,1948,14,,,Active,,,https://www.redfin.com/NJ/Lodi/112-Chestnut-St-07644/unit-2/home/179128984,GSMLS,3776876,N,Y,40.8662093,-74.0884134
MLS Listing,,Multi-Family (2-4 Unit),112 Chestnut St,Lodi,NJ,07644,850000,4,3.0,Lodi,,7501,,14,,,Active,,,https://www.redfin.com/NJ/Lodi/112-Chestnut-St-07644/home/35775580,NJMLS,22013660,N,Y,40.8662093,-74.0884134
MLS Listing,,Single Family Residential,253 Myrtle St,Haworth,NJ,07641,1995000,5,4.0,Haworth,,23374,,14,,,Active,,,https://www.redfin.com/NJ/Haworth/253-Myrtle-St-07641/home/35763249,NJMLS,22013641,N,Y,40.9634957,-73.9945268
MLS Listing,,Single Family Residential,439 Hartung Dr,Wyckoff,NJ,07481,2649000,5,6.0,Wyckoff,,28649,,14,,,Active,,,https://www.redfin.com/NJ/Wyckoff/439-Hartung-Dr-07481/home/35892566,NJMLS,22013633,N,Y,41.0070993,-74.1770904
MLS Listing,,Single Family Residential,60 Rutland Rd,Glen Rock,NJ,07452,1579000,4,3.5,Glen Rock,,28419,,14,,,Active,,,https://www.redfin.com/NJ/Glen-Rock/60-Rutland-Rd-07452/home/35748663,NJMLS,22013629,N,Y,40.9680164,-74.1363141
MLS Listing,,Single Family Residential,74 TWIN BROOK Rd,Saddle River,NJ,07458,1999000,5,2.5,Saddle River,,,,14,,,Active,,,https://www.redfin.com/NJ/Saddle-River/74-Twin-Brooks-Rd-07458/home/35913170,HCMLS,220006998,N,Y,41.0055422,-74.0834804
MLS Listing,,Single Family Residential,135 Paterson Ave,Hasbrouck Heights,NJ,07604,1159000,5,5.5,Hasbrouck Heights,,7501,,14,,,Active,,,https://www.redfin.com/NJ/Hasbrouck-Heights/135-Paterson-Ave-07604/home/35774828,NJMLS,22013589,N,Y,40.8682345,-74.0740959
MLS Listing,,Condo/Co-op,126 Kensington Dr,Fort Lee,NJ,07024,899000,4,3.0,Fort Lee,,,,14,,,Active,,,https://www.redfin.com/NJ/Fort-Lee/126-Kensington-Dr-07024/home/35734311,NJMLS,22013567,N,Y,40.8299154,-73.9777373
MLS Listing,,Single Family Residential,390 E Saddle River Rd,Upper Saddle River,NJ,07458,950000,4,2.5,Upper Saddle River,,37897,,14,,,Active,,,https://www.redfin.com/NJ/Upper-Saddle-River/390-E-Saddle-River-Rd-07458/home/35876664,NJMLS,22013565,N,Y,41.0609025,-74.0912125
MLS Listing,,Single Family Residential,335 Parkside Rd,Harrington Park,NJ,07640,1299000,4,4.0,Harrington Park,,12994,,14,,,Active,,,https://www.redfin.com/NJ/Harrington-Park/335-Parkside-Rd-07640/home/35760243,NJMLS,22013563,N,Y,40.9830731,-73.988214
MLS Listing,,Single Family Residential,844 Stonewall Ct,Franklin Lakes,NJ,07417,1999000,4,4.5,Franklin Lakes,,63815,,14,,,Active,,,https://www.redfin.com/NJ/Franklin-Lakes/844-Stonewall-Ct-07417/home/35742318,NJMLS,22013561,N,Y,41.0216237,-74.1905317
MLS Listing,,Single Family Residential,97 Truman Dr,Cresskill,NJ,07626,4495000,6,6.5,Cresskill,,40071,,14,,,Active,,,https://www.redfin.com/NJ/Cresskill/97-Truman-Dr-07626/home/35917161,NJMLS,22013550,N,Y,40.9285539,-73.9441106
MLS Listing,,Single Family Residential,67 Roberts Rd,Englewood Cliffs,NJ,07632,4988800,6,9.0,Englewood Cliffs,,17737,,14,,,Active,,,https://www.redfin.com/NJ/Englewood-Cliffs/67-Roberts-Rd-07632/home/35721734,NJMLS,22013547,N,Y,40.9015238,-73.9477843
MLS Listing,,Single Family Residential,106 Clarendon Pl,Hackensack,NJ,07601,600000,4,3.0,Hackensack,,6451,,14,,,Active,,,https://www.redfin.com/NJ/Hackensack/106-Clarendon-Pl-07601/home/35756383,NJMLS,22013546,N,Y,40.8978712,-74.0458707
MLS Listing,,Multi-Family (2-4 Unit),36 Montross Ave,Rutherford,NJ,07070,559000,5,3.5,Rutherford,,5001,,14,,,Active,,,https://www.redfin.com/NJ/Rutherford/36-Montross-Ave-07070/home/35853786,NJMLS,22013542,N,Y,40.8374098,-74.1069511
MLS Listing,,Single Family Residential,802 S Maple Ave,Glen Rock,NJ,07452,795000,4,2.5,Glen Rock,,9601,,14,,,Active,May-7-2022 11:00 AM,May-7-2022 01:00 PM,https://www.redfin.com/NJ/Glen-Rock/802-Maple-Ave-07452/home/35749472,NJMLS,22013528,N,Y,40.9582849,-74.1316806
MLS Listing,,Single Family Residential,809 Newcomb Rd,Ridgewood,NJ,07450,590000,4,2.0,Ridgewood,,6142,,15,,,Active,,,https://www.redfin.com/NJ/Ridgewood/809-Newcomb-Rd-07450/home/35844245,NJMLS,22013484,N,Y,40.9567199,-74.1019957
MLS Listing,,Single Family Residential,6 Laurel Ct,Oakland,NJ,07436,819900,4,2.5,Oakland,,11456,,15,,,Active,May-7-2022 01:00 PM,May-7-2022 04:00 PM,https://www.redfin.com/NJ/Oakland/6-Laurel-Ct-07436/home/35808847,NJMLS,22013483,N,Y,41.0206879,-74.2442748
MLS Listing,,Single Family Residential,24 Lenape Trl,Upper Saddle River,NJ,07458,849000,4,3.0,Upper Saddle River,,37897,,15,,,Active,,,https://www.redfin.com/NJ/Upper-Saddle-River/24-Lenape-Trl-07458/home/35877485,NJMLS,22013472,N,Y,41.0466811,-74.1134664
MLS Listing,,Single Family Residential,56 Humboldt St,Wood Ridge,NJ,07075,869900,4,3.5,Wood Ridge,,4901,,15,,,Active,,,https://www.redfin.com/NJ/Wood-Ridge/56-Humboldt-St-07075/home/35889533,NJMLS,22013460,N,Y,40.843637,-74.0876792
MLS Listing,,Single Family Residential,9 Eckhardt Ter,North Arlington,NJ,07031,489000,6,2.0,North Arlington,,3184,,15,,,Active,,,https://www.redfin.com/NJ/North-Arlington/9-Eckhardt-Ter-07031/home/35804607,NJMLS,22013455,N,Y,40.7942285,-74.121312
MLS Listing,,Single Family Residential,144 Mckinley Ave,Dumont,NJ,07628,489900,5,2.0,Dumont,,9601,,15,,,Active,,,https://www.redfin.com/NJ/Dumont/144-McKinley-Ave-07628/home/35701882,NJMLS,22013431,N,Y,40.9411124,-74.002538
MLS Listing,,Condo/Co-op,22 E Ruby Ave Unit B,Palisades Park,NJ,07650,1425000,5,3.5,Palisades Park,,,,15,,,Active,,,https://www.redfin.com/NJ/Palisades-Park/22-E-Ruby-Ave-07650/unit-B/home/179112118,NJMLS,22013427,N,Y,40.8429024,-74.0004721
MLS Listing,,Single Family Residential,14 Hillside Ave,Upper Saddle River,NJ,07458,1099000,4,3.0,Upper Saddle River,,91912,,15,,,Active,,,https://www.redfin.com/NJ/Upper-Saddle-River/14-Hillside-Ave-07458/home/35875621,NJMLS,22013425,N,Y,41.0824765,-74.0963518
MLS Listing,,Single Family Residential,1 Sargent Ct,Mahwah,NJ,07430,849900,4,3.5,Mahwah,,13939,,15,,,Active,,,https://www.redfin.com/NJ/Mahwah/1-Sargent-Ct-07430/home/35905129,NJMLS,22013419,N,Y,41.1015375,-74.1437688
MLS Listing,,Condo/Co-op,22 E Ruby Ave Unit A,Palisades Park,NJ,07650,1425000,5,3.5,Palisades Park,,,,15,,,Active,,,https://www.redfin.com/NJ/Palisades-Park/22-E-Ruby-Ave-07650/unit-A/home/179111658,NJMLS,22013404,N,Y,40.8429024,-74.0004721
MLS Listing,,Single Family Residential,13 Wildwood Rd,Saddle River,NJ,07458,1399000,5,2.5,Saddle River,,108900,,15,,,Active,May-7-2022 01:00 PM,May-7-2022 03:00 PM,https://www.redfin.com/NJ/Saddle-River/13-Wildwood-Rd-07458/home/35912025,NJMLS,22013394,N,Y,41.0431584,-74.1080982
MLS Listing,,Single Family Residential,111 Crain Rd,Paramus,NJ,07652,839000,4,3.0,Paramus,,10437,,15,,,Active,,,https://www.redfin.com/NJ/Paramus/111-Crain-Rd-07652/home/35824092,NJMLS,22013391,N,Y,40.9685217,-74.0697821
MLS Listing,,Townhouse,191 Harvest Way,Saddle River,NJ,07458,2195000,4,5.5,Saddle River,,,,15,,,Active,,,https://www.redfin.com/NJ/Saddle-River/191-Harvest-Way-07458/unit-11/home/52352070,NJMLS,22013376,N,Y,41.0369455,-74.0768739
MLS Listing,,Single Family Residential,16 Adams St,Norwood,NJ,07648,649000,5,3.0,Norwood,,18550,,15,,,Active,,,https://www.redfin.com/NJ/Norwood/16-Adams-St-07648/home/35807662,NJMLS,22013372,N,Y,40.9997984,-73.9687923
MLS Listing,,Single Family Residential,133 Graham Ter,Saddle Brook,NJ,07663,874900,4,3.5,Saddle Brook,,5776,,15,,,Active,,,https://www.redfin.com/NJ/Saddle-Brook/133-Graham-Ter-07663/home/35859109,NJMLS,22013366,N,Y,40.9155924,-74.0985543
MLS Listing,,Single Family Residential,375 Mountain Ave,Washington Township,NJ,07676,999000,6,2.5,Washington Township,,11970,,15,,,Active,,,https://www.redfin.com/NJ/Township-of-Washington/375-Mountain-Ave-07676/home/35917062,NJMLS,22013362,N,Y,40.9861614,-74.0490376
MLS Listing,,Single Family Residential,558 Doremus Ave,Glen Rock,NJ,07452,1095000,5,3.5,Glen Rock,,18199,,15,,,Active,,,https://www.redfin.com/NJ/Glen-Rock/558-Doremus-Ave-07452/home/35748749,NJMLS,22013354,N,Y,40.9641159,-74.1340203
MLS Listing,,Single Family Residential,258 W Glen Ave,Ridgewood,NJ,07450,809000,4,3.0,Ridgewood,,14113,,15,,,Active,,,https://www.redfin.com/NJ/Ridgewood/258-W-Glen-Ave-07450/home/35839620,NJMLS,22013345,N,Y,40.9934423,-74.1267716
MLS Listing,,Single Family Residential,77 Park St,Tenafly,NJ,07670,1125000,4,2.5,Tenafly,,8745,,15,,,Active,,,https://www.redfin.com/NJ/Tenafly/77-Park-St-07670/home/35874397,NJMLS,22013337,N,Y,40.9285211,-73.9542821
