SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),48 Arcadia St,Revere,MA,02151,819000,5,3.0,Revere,2160,6534,1987,38,379,,Active,,,https://www.redfin.com/MA/Revere/48-Arcadia-St-02151/home/11834632,MLS PIN,72958490,N,Y,42.4230063,-70.9858139
MLS Listing,,Multi-Family (2-4 Unit),798 Broadway,Chelsea,MA,02150,659000,5,3.0,Chelsea,2180,4131,1900,42,302,,Active,May-15-2022 01:00 PM,May-15-2022 03:00 PM,https://www.redfin.com/MA/Chelsea/798-Broadway-02150/home/9014202,MLS PIN,72957080,N,Y,42.397807,-71.025741
MLS Listing,,Multi-Family (2-4 Unit),2 OLD POND St,Norfolk,MA,02056,599900,4,2.0,Norfolk,2080,34200,1900,43,288,,Active,,,https://www.redfin.com/MA/Norfolk/2-Old-Pond-St-02056/home/11494454,MLS PIN,72956608,N,Y,42.091607,-71.2963993
MLS Listing,,Multi-Family (2-4 Unit),50 Main St,Winthrop,MA,02152,750000,6,2.0,Winthrop,2560,5671,1850,43,293,,Active,,,https://www.redfin.com/MA/Winthrop/50-Main-St-02152/home/11517171,MLS PIN,72956211,N,Y,42.3826926,-70.9921316
MLS Listing,,Multi-Family (2-4 Unit),1465 Blue Hill Ave,Boston,MA,02126,985000,9,3.0,Mattapan,3648,4202,1905,48,270,,Active,,,https://www.redfin.com/MA/Mattapan/1465-Blue-Hill-Ave-02126/home/9157756,MLS PIN,72954968,N,Y,42.2740226,-71.0938977
MLS Listing,,Multi-Family (2-4 Unit),265 Washington Ave,Chelsea,MA,02150,950000,12,3.0,Chelsea,3828,5775,1920,50,248,,Active,,,https://www.redfin.com/MA/Chelsea/265-Washington-Ave-02150/home/9015308,MLS PIN,72953526,N,Y,42.4006735,-71.0332246
MLS Listing,,Multi-Family (2-4 Unit),7 Waumbek,Boston,MA,02121,999000,9,6.0,Boston,5986,5400,2021,51,167,,Active,,,https://www.redfin.com/MA/Boston/7-Waumbek-02121/home/178726360,MLS PIN,72952738,N,Y,42.3065441,-71.0824613
MLS Listing,,Multi-Family (2-4 Unit),114-116 THIRD St,Lowell,MA,01850,750000,10,3.5,Lowell,4810,7517,1900,25,156,,Active,,,https://www.redfin.com/MA/Lowell/114-3rd-St-01850/home/11648551,MLS PIN,72952490,N,Y,42.6499395,-71.2994781
MLS Listing,,Multi-Family (2-4 Unit),261-263 Roslindale Ave,Boston,MA,02131,949900,4,2.0,Roslindale,2440,4950,1920,55,389,,Active,,,https://www.redfin.com/MA/Boston/261-Roslindale-Ave-02131/home/9183790,MLS PIN,72952054,N,Y,42.2794432,-71.1403786
MLS Listing,,Multi-Family (2-4 Unit),237 Park St,Medford,MA,02155,899900,4,2.0,Medford,2016,10140,1910,55,446,,Active,,,https://www.redfin.com/MA/Medford/237-Park-St-02155/home/11787924,MLS PIN,72951877,N,Y,42.4221571,-71.0984284
MLS Listing,,Multi-Family (2-4 Unit),390-392 Water St,Quincy,MA,02169,985000,5,3.0,Quincy,3574,3960,1930,56,276,,Active,,,https://www.redfin.com/MA/Quincy/390-Water-St-02169/home/12458815,MLS PIN,72951735,N,Y,42.2420214,-71.0143897
MLS Listing,,Multi-Family (2-4 Unit),78 High St,Canton,MA,02021,539000,4,2.5,Canton,1757,14520,1790,52,307,,Active,,,https://www.redfin.com/MA/Canton/78-High-St-02021/home/11704749,MLS PIN,72950392,N,Y,42.1484101,-71.1536013
MLS Listing,,Multi-Family (2-4 Unit),39 Milton St,Dedham,MA,02026,750000,4,3.0,Dedham,2624,2524,1900,58,286,,Active,,,https://www.redfin.com/MA/Dedham/39-Milton-St-02026/home/8859986,MLS PIN,72950330,N,Y,42.2461207,-71.1539726
MLS Listing,,Multi-Family (2-4 Unit),45 Richfield St,Boston,MA,02125,475000,10,5.5,Boston,5286,4500,2022,63,90,,Active,,,https://www.redfin.com/MA/Dorchester/45-Richfield-St-02125/home/148473671,MLS PIN,72948909,N,Y,42.306958,-71.070873
MLS Listing,,Multi-Family (2-4 Unit),3 Magnolia Pl,Boston,MA,02125,935000,4,2.0,Boston,1830,3103,1905,63,511,,Active,,,https://www.redfin.com/MA/Boston/3-Magnolia-Pl-02125/home/9070142,MLS PIN,72948531,N,Y,42.3132807,-71.0731166
MLS Listing,,Multi-Family (2-4 Unit),38-42 Pine St,Chelsea,MA,02150,719900,6,3.0,Chelsea,2751,1431,1930,64,262,,Active,,,https://www.redfin.com/MA/Chelsea/38-Pine-St-02150/home/9003947,MLS PIN,72948123,N,Y,42.3902427,-71.0430494
MLS Listing,,Multi-Family (2-4 Unit),64-66 Hanks St,Lowell,MA,01852,929999,9,4.0,Belvidere,6054,7074,1900,71,154,,Active,,,https://www.redfin.com/MA/Lowell/64-Hanks-St-01852/home/11654348,MLS PIN,72945395,N,Y,42.63709,-71.2950769
MLS Listing,,Multi-Family (2-4 Unit),70 Bellevue St,Boston,MA,02125,895000,8,3.0,Dorchester,2441,2696,1900,18,367,,Active,May-7-2022 11:00 AM,May-7-2022 01:00 PM,https://www.redfin.com/MA/Boston/70-Bellevue-St-02125/home/9069667,MLS PIN,72944828,N,Y,42.3087229,-71.0692054
MLS Listing,,Multi-Family (2-4 Unit),15 Tuttle St,Revere,MA,02151,800000,4,2.0,Revere,1900,3354,1900,77,421,,Active,,,https://www.redfin.com/MA/Revere/15-Tuttle-St-02151/home/9030655,MLS PIN,72942570,N,Y,42.4176296,-71.0023472
MLS Listing,,Multi-Family (2-4 Unit),91 Bellevue St,Lowell,MA,01851,510000,6,2.0,Lowell,3522,4349,1920,78,145,,Active,,,https://www.redfin.com/MA/Lowell/91-Bellevue-St-01851/home/11634110,MLS PIN,72943595,N,Y,42.6339625,-71.3210153
MLS Listing,,Multi-Family (2-4 Unit),289 Milton St,Dedham,MA,02026,999000,7,3.0,Oakdale,3655,13991,1920,29,273,,Active,May-8-2022 01:00 PM,May-8-2022 02:00 PM,https://www.redfin.com/MA/Dedham/289-Milton-St-02026/home/8863845,MLS PIN,72942717,N,Y,42.240934,-71.1446891
MLS Listing,,Multi-Family (2-4 Unit),22 Wordsworth St,Boston,MA,02128,750000,6,6.0,Boston,1320,2500,1900,83,568,,Active,,,https://www.redfin.com/MA/Boston/22-Wordsworth-St-02128/home/9114396,MLS PIN,72942014,N,Y,42.385361,-71.0187369
MLS Listing,,Multi-Family (2-4 Unit),28 Falcon St,Boston,MA,02128,825000,4,2.0,East Boston,2594,2317,1900,83,318,,Active,,,https://www.redfin.com/MA/Boston/28-Falcon-St-02128/home/11835330,MLS PIN,72942013,N,Y,42.3821386,-71.0386172
MLS Listing,,Multi-Family (2-4 Unit),6-8 Woodlawn Ave,Chelsea,MA,02150,854000,4,2.0,Chelsea,2431,9200,1906,84,351,,Active,,,https://www.redfin.com/MA/Chelsea/6-Woodlawn-Ave-02150/home/9022850,MLS PIN,72941614,N,Y,42.412448,-71.0320871
MLS Listing,,Multi-Family (2-4 Unit),125 Chestnut St,Everett,MA,02149,825000,5,3.5,Everett,2708,5898,1900,82,305,,Active,,,https://www.redfin.com/MA/Everett/125-Chestnut-St-02149/home/8523503,MLS PIN,72941076,N,Y,42.4111796,-71.0478747
MLS Listing,,Multi-Family (2-4 Unit),182 Proctor Ave,Revere,MA,02151,779900,5,3.0,Revere,3081,5075,1870,99,253,,Active,,,https://www.redfin.com/MA/Revere/182-Proctor-Ave-02151/home/9043650,MLS PIN,72937095,N,Y,42.4140951,-71.0172986
MLS Listing,,Multi-Family (2-4 Unit),51 Oakland St,Malden,MA,02148,599900,4,2.0,Edgeworth,1913,5233,1910,14,314,,Active,May-6-2022 05:00 PM,May-6-2022 07:00 PM,https://www.redfin.com/MA/Malden/51-Oakland-St-02148/home/11388144,MLS PIN,72935586,N,Y,42.4187587,-71.0793731
MLS Listing,,Multi-Family (2-4 Unit),190 Washington Ave,Chelsea,MA,02150,699000,8,2.0,Chelsea,2286,2447,1900,33,306,,Active,,,https://www.redfin.com/MA/Chelsea/190-Washington-Ave-02150/home/9013131,MLS PIN,72930338,N,Y,42.3989209,-71.0317803
MLS Listing,,Multi-Family (2-4 Unit),115 Faywood Ave,Boston,MA,02128,750000,4,2.5,East Boston,2558,5028,1955,176,293,,Active,,,https://www.redfin.com/MA/Boston/115-Faywood-Ave-02128/home/9108879,MLS PIN,72918729,N,Y,42.3922534,-71.0052696
MLS Listing,,Multi-Family (2-4 Unit),119 Winthrop Pkwy,Revere,MA,02151,749999,4,3.0,Revere,2688,5201,1954,178,279,,Active,,,https://www.redfin.com/MA/Revere/119-Winthrop-Pkwy-02151/home/11741460,MLS PIN,72917821,N,Y,42.3995803,-70.9864444
MLS Listing,,Multi-Family (2-4 Unit),230 N Main St,Randolph,MA,02368,849000,4,2.5,Randolph,2502,10600,1930,178,339,,Active,,,https://www.redfin.com/MA/Randolph/230-N-Main-St-02368/home/11734352,MLS PIN,72917494,N,Y,42.1663662,-71.0439964
MLS Listing,,Multi-Family (2-4 Unit),801 Saratoga St,Boston,MA,02128,789721,5,3.0,East Boston,2112,1875,1910,137,374,,Active,,,https://www.redfin.com/MA/Boston/801-Saratoga-St-02128/home/9114947,MLS PIN,72902725,N,Y,42.3841989,-71.0156266
MLS Listing,,Multi-Family (2-4 Unit),57 Woolson St,Boston,MA,02126,920000,6,3.0,Boston,3615,4875,1910,108,254,,Active,,,https://www.redfin.com/MA/Mattapan/57-Woolson-St-02126/home/9161478,MLS PIN,72887658,N,Y,42.2810163,-71.0893554
MLS Listing,,Multi-Family (5+ Unit),67 Front St,Shirley,MA,01464,659000,5,5.0,Shirley,2300,12000,1910,288,287,,Active,,,https://www.redfin.com/MA/Shirley/67-Front-St-01464/home/8684712,MLS PIN,72869343,N,Y,42.5449974,-71.6459436
MLS Listing,,Multi-Family (2-4 Unit),16 Harrow St,Boston,MA,02125,780000,5,3.0,Dorchester,2016,2568,1908,333,387,,Active,,,https://www.redfin.com/MA/Boston/16-Harrow-St-02125/home/9064640,MLS PIN,72867168,N,Y,42.3195818,-71.0675327
MLS Listing,,Multi-Family (2-4 Unit),"687 Main St,",Woburn,MA,01801,570000,5,2.0,Woburn,2567,6260,1850,395,222,,Active,,,https://www.redfin.com/MA/Woburn/687-Main-St-01801/home/11808889,MLS PIN,72808665,N,Y,42.4928705,-71.1542047
